run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,272.0,4.0,98,4369,35.6,43.876,41.50678521006099,35.002789877694966,39.555586610351185,1345.6519999999998,128.24775,0.0,1,1,1757.1084189458804,1757.1084189458804,-411.4564189458806,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,276.0,3.0,98,4369,35.6,44.822,41.37322526432621,35.001513127903216,39.46171162339931,1353.4599999999998,180.253,0.0,1,1,2386.2790359283167,2386.2790359283167,-1032.819035928317,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,279.0,4.0,98,4369,35.6,45.554,42.723642830009084,35.00055094371307,40.40671526412028,1488.1239999999998,122.5005,0.0,1,1,1699.5692352603176,1699.5692352603176,-211.44523526031776,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,283.0,4.0,98,4369,35.6,44.203,41.511681339395615,34.99938126740248,39.55799131779767,1349.712,119.938,0.0,1,1,1656.4016278903239,1656.4016278903239,-306.6896278903239,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,287.0,3.0,98,4369,35.6,42.943,41.07828711907088,34.99811742982616,39.254236212297464,2025.36,161.436,0.0,1,1,2155.3255851580634,2155.3255851580634,-129.9655851580635,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,290.0,4.0,98,4369,35.6,44.317,42.08657714551732,34.997146626101696,39.95974798969263,1288.8549999999998,121.0705,0.0,1,1,1675.7710951823233,1675.7710951823233,-386.9160951823235,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,294.0,3.0,98,4369,35.6,41.638,41.27892966636059,34.995937695441455,39.39403207508485,1240.7959999999998,162.44833333333335,0.0,1,1,2169.502427548474,2169.502427548474,-928.706427548474,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,297.0,4.0,98,4369,35.6,42.791,42.20487058389611,34.994985118412956,40.041904944251165,1574.682,117.774,0.0,1,1,1636.9800623761419,1636.9800623761419,-62.29806237614184,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,301.0,4.0,98,4369,35.6,41.273,41.194172239810186,34.99379373333311,39.33405868786706,1601.588,127.07725,0.0,1,1,1739.875436990969,1739.875436990969,-138.28743699096913,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,305.0,3.0,98,4369,35.6,42.533,41.23717482332917,34.992524616626525,39.363779761318376,1628.891,169.85633333333334,0.0,1,1,2258.8968420302667,2258.8968420302667,-630.0058420302666,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,308.0,4.0,98,4369,35.6,42.841,42.38024577722807,34.991578893738684,40.16364571218125,1125.0996860331115,132.87575,0.0,1,1,1821.8105859702493,1821.8105859702493,-696.7108999371378,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
